"サービス","OpenSearch Service($)","Savings Plans for  Compute usage($)","Support (Enterprise)($)","Relational Database Service($)","Tax($)","S3($)","Elastic Container Service($)","CloudFront($)","Redshift($)","CloudWatch($)","ElastiCache($)","CloudFront Security Bundle($)","VPC($)","Elastic Load Balancing($)","GuardDuty($)","CloudTrail($)","EC2 その他($)","Kinesis Firehose($)","WAF($)","EC2 Container Registry (ECR)($)","Global Accelerator($)","EC2 インスタンス($)","Athena($)","Lambda($)","Key Management Service($)","Config($)","Route 53($)","SQS($)","Managed Grafana($)","Cost Explorer($)","Secrets Manager($)","CloudWatch Events($)","CodePipeline($)","SES($)","Elastic File System($)","CodeBuild($)","Systems Manager($)","SNS($)","API Gateway($)","Location Service($)","CloudShell($)","Step Functions($)","Glue($)","DynamoDB($)","Elastic Container Registry Public($)","QuickSight($)","Certificate Manager($)","X-Ray($)","CloudFormation($)","Refund($)","合計コスト($)"
"2025-07-10","97.6850290512","","","31.3598368326","","62.0791051979","60.2730775416","56.9168737424","5.6115344042","50.3559238263","13.7280026223","","11.8613877494","11.2716745757","34.6483161527","30.467573","8.8995388967","7.2447198492","5.507120028","2.2086897449","1.8011329696","4.9700889998","5.585255","0.9620502609","1.014989064","2.874","0.3331564","0.3040987","","0.0888132258","0.0129082256","0.014295","","0.0042068499","0.0000040752","","","0","0.0000027676","","","","0","0","0","0","","","","","508.0834047535"
"2025-07-11","97.7024510698","","","33.2089312944","","60.9528924083","59.0547511377","54.2953253096","5.5456866942","52.8330087742","13.7280026037","","11.858111048","11.3062872866","34.391580957","30.218215","9.7673833367","6.936714534","5.323846344","2.2160690664","1.8014450202","5.1024862051","5.59037","37.0296288863","1.014365064","4.962","0.292354","0.3718731","","0.0889022581","0.0129032256","0.016429","0.066","0.0013021714","0.0000040752","0","","0.0000005259","0.0000052339","","","","0","0","0","0","","","","","545.6893256303"
"2025-07-12","97.6282908763","","","28.0930055136","","59.8040028095","41.5749830604","37.4570144116","4.6235638355","46.3215200889","13.7280026319","","11.8529482688","10.6027713821","33.206889965","29.555282","5.5393866355","3.1107800109","3.392535828","2.215722047","1.80122228","4.4453664486","5.55527","0.5961878357","0.993203064","0.069","0.2259984","0.2205116","","0.0889180645","0.0129032256","0.01137","","","0.0000040752","","","0","","","","","0","0","0","0","","","","","442.7266543586"
"2025-07-13","97.62940946","","","27.3447563604","","59.7810706492","42.3708451117","36.8613747565","4.7553038604","46.1704248543","13.7280026061","","11.8527714882","10.6592908008","33.0294922033","29.345226","5.4991243914","3.0323601152","3.406909428","2.2142420832","1.8013005706","4.4564554617","5.56263","0.6450070674","0.994133064","0.063","0.248272","0.2247857","","0.0889383871","0.0129032256","0.011349","","","0.0000040752","","","0","","","","","0","0","0","0","","","","","441.7893827203"
"2025-07-14","97.700836184","","","34.9237854906","","61.6439453816","61.3229186673","60.1677685238","5.4798473884","50.9376001488","13.7280025842","","11.8594058319","11.5291859784","34.6628195198","30.44064","9.3076236435","7.7534781652","5.589426828","2.2190053654","1.8015660633","4.9639941305","5.576275","1.1655457458","1.026557064","2.517","0.3206324","0.3317114","","0.0888190323","0.0129032256","0.014623","0.04","0.0017028376","0.0000040752","0","","0.0000010464","0.0000083053","","","","0","0","0","0","","","","","517.1276330269"
"2025-07-15","97.6992104432","","","32.6291434159","","62.2940377604","61.3737251031","60.628257483","6.2043996599","52.4944974415","13.7280025674","","11.8651500386","11.5301722911","36.0063889854","31.740047","9.3975331382","7.743050251","5.629154028","2.2234111869","1.8026685668","5.0480908573","5.91392","1.2779156623","1.015529064","3.996","0.3609996","0.313564","","0.0877064516","0.0129032256","0.015166","0.068","0.0021035037","0.0000040752","0","","0.0000014256","0.0000110743","","","","0","0","0","0","","","","","523.1007643"
"2025-07-16","97.6878597228","","","34.4779775549","","61.370569152","59.8693924296","57.9651247518","5.4139838618","50.1835687348","13.7280025977","","11.8606550589","11.3571527138","34.3275169465","30.189262","8.9347713959","7.1393031125","5.393981028","2.2254170329","1.8020127171","5.0124967025","5.608095","1.0683405515","1.005026064","2.487","0.3134088","0.318722","","0.0882748387","0.0129032256","0.013725","0.01","0.0028045122","0.0000040752","0","","0.0000047643","","","","","0","0","0","0","","","","","509.867356345"
"2025-07-17","97.6868032875","","","31.5665154691","","61.2944154488","59.4071141053","55.8457721364","5.8750563184","50.5950872703","13.728002607","","11.8633016136","11.3438141978","33.1929363717","30.526999","8.6910390155","6.8843457987","5.334689028","2.229776109","1.8019339578","4.9773377948","5.63551","1.0329824449","1.015493064","2.541","0.3611924","0.3154072","","0.0883251613","0.0129032256","0.014348","0.042","0.0030050162","0.0000040752","0","","0.0000080798","0.0000055378","","","","0","0","0","0","","","","","503.9071237345"
"2025-07-18","97.6938964788","","","33.6304771088","","60.9698310548","58.0707930079","55.7722594534","5.0846666203","50.1782893102","13.728002622","","11.872968395","11.3195167754","18.8968716323","30.697867","8.3694004425","6.6305796431","5.181246828","2.2303673016","1.8017811528","4.8856350946","5.630225","0.9453954483","0.995309064","0.084","0.3089356","0.3278905","","0.0881667742","0.0129032256","0.011896","","0.0015025005","0.0000040752","","","0.0000050724","","","","","0","0","0","0","","","","","485.4206831817"
"2025-07-19","97.6329912869","","","27.3083162654","","59.6079848517","42.8873340815","45.6909097126","4.821231854","47.307204785","13.728002574","","11.8558563831","10.647011482","18.4443820956","30.240258","5.664849142","3.2191196255","3.561270828","2.2303673016","1.801381936","4.4450302044","5.64053","0.7768903868","0.993458064","0.081","0.2351012","0.2878234","","0.0880632258","0.0129032256","0.01159","","0.0002003336","0.0000040752","","","0.0000002415","","","","","0","0","0","0","","","","","439.2210665618"
"2025-07-20","97.6284138398","","","25.7465328453","","59.895290308","42.0676474681","37.2604994029","4.4918939935","46.7591895212","13.7280025215","","11.8543725576","10.613894672","18.2369156233","29.878527","5.3778117127","2.894033832","3.276261228","2.2303673016","1.8019705813","4.4545895861","5.64885","0.6429161218","0.993368064","0.075","0.2030792","0.236459","","0.0879674194","0.0129032256","0.011387","","0.0004006677","0.0000040752","","","0.0000002415","","","","","0","0","0","0","","","","","426.1085490101"
"2025-07-21","97.6372792604","","","27.06590626","","61.9193560266","48.5982525452","43.0621441859","4.7553724251","48.1874157694","13.7280024447","","11.8577092616","10.8496590395","18.069684103","30.034001","5.8645266363","3.4104561433","3.620151228","2.2303673016","1.8025044906","4.8869079222","5.65726","0.8295565963","0.994529064","0.156","0.238404","0.2627843","","0.0876480645","0.0129032256","0.01162","","0.0016026698","0.0000040752","","","0","","","","","0","0","0","0","","","","","445.8320080388"
"2025-07-22","97.6992796656","","","32.4178994359","","61.7571857862","61.3670799302","64.7551974967","6.006845333","52.5453598867","13.7280024237","","11.8628933461","11.8943073076","20.0373240797","31.972873","8.9005960022","7.1208974078","5.490881628","2.2337769963","1.8024850764","4.9517901814","6.139835","0.9170902484","1.016849064","2.358","0.3668628","0.3016308861","","0.087503871","0.0129032256","0.01396","","0.0026043447","0.0000040752","","","0.0000010701","","","","","0","0","0","0","","","","","507.7619195686"
"2025-07-23","97.692528841","","","33.8844559802","","61.3160607703","57.9141941195","62.7227719559","5.743384284","51.4590410998","13.728002445","","11.8650433159","11.6632618069","19.3301963103","30.983288","8.9295599049","7.1351653872","5.243824428","2.2363841878","1.8023955176","4.9439087163","5.73049","0.9524367899","1.006256064","1.83","0.3611172","0.2994602","","0.0872558065","0.0129032256","0.013474","0.02","0.0036638522","0.0000040752","0","","0.0000005919","","","","","0","0","0","0","","","","","498.9105288759"
"2025-07-24","97.6866781893","","","33.8330718353","","62.5372281334","59.8910187292","64.7314228469","6.4679399746","54.4931761923","13.7280024999","","11.8585965718","11.5294260972","20.4951961403","33.01728","9.0715914364","7.0901971435","5.442580428","2.2440410308","1.8025032087","5.3195462972","6.102805","0.9624032558","1.029227064","7.908","0.3225064","0.3039803","","0.0873822581","0.0129032256","0.017394","","0.0012020047","0.0000040752","","","0.000000483","0.000001451","","","","0","0","0","0","","","","","517.9873062722"
"2025-07-25","97.6887045404","","","33.5567731588","","64.3540980569","60.9387345033","61.430224185","5.7433893735","52.2764389614","13.7280025614","","11.858072365","11.5050614964","19.9451129312","31.991584","8.6770952245","6.8931673047","5.189273628","2.2536853313","1.8024998542","4.9575289241","5.70978","1.0349627074","1.015157064","2.259","0.287526","0.3152751","","0.0873087097","0.0129032256","0.013742","","0.0028046767","0.0000040752","","","0.0000019323","0.0000027679","","","","0","0","0","0","","","","","505.5279146589"
"2025-07-26","97.6330697287","","","28.5164382924","","60.1377648074","45.3926515807","41.1486855339","4.6895363296","48.0782980241","13.7280025614","","11.8535082608","10.8426698233","18.7761613647","30.863962","5.6884392281","3.1935908325","3.394067628","2.2495578185","1.8035770912","4.4458679729","5.7196","0.7367500221","0.992693064","0.063","0.206072","0.2364259","","0.0872280645","0.0129032256","0.011491","","0.0004006716","0.0000040752","","","0","","","","","0","0","0","0","","","","","440.5024169012"
"2025-07-27","97.6352507277","","","26.5923175637","","60.4727726189","43.5171250875","41.5273123514","4.8871485463","47.933840564","13.7280025233","","11.8531010057","11.0087726718","18.5783282704","30.649774","5.7233298304","3.2169026174","3.438464028","2.2484709552","1.8058610953","4.4558330972","5.7281","0.7835045915","0.995918064","0.075","0.2158668","0.2756862","","0.0871112903","0.0129032256","0.01144","","0.0007011692","0.0000040752","","","0","","","","","0","0","0","0","","","","","437.45884297"
"2025-07-28","97.6961414149","","","33.0394669166","","64.5001469071","63.4759239746","61.0857385227","5.8751599615","52.0699824252","13.728002457","","11.8597935728","11.7511283465","19.3527930807","31.279844","9.1311576138","7.2493253521","5.4793536606","2.252395066","1.8014402645","5.0829529593","5.78025","0.9755982949","1.031906064","4.329","0.3724076","0.3050632","","0.0870677419","0.0129032256","0.015608","0.042","0.0023038418","0.0000040752","0","","0.0000015289","0.0000027689","","","","0","0","0","0","","","","","509.6648628371"
"2025-07-29","97.6868323072","","","33.351782964","","60.902655781","62.9700643212","55.2591495842","6.1386370359","52.7289601723","13.7280024225","","11.8650912748","11.4374117185","20.0271188887","32.038751","8.9875448544","7.0716444962","5.530000428","2.2563376315","1.8013076025","5.2327823765","5.760255","0.8581949719","1.018853064","7.035","0.392844","0.2729049","","0.0869787097","0.0129082256","0.01667","","0.0016026722","0.0000040752","","","0.0000012076","","","","","0","0","0","0","","","","","504.4702916856"
"2025-07-30","97.6881699697","","","31.4683685021","","61.507555305","58.977517139","46.2063608917","5.8093156706","52.7542468827","13.7280024519","","11.8610885131","11.5243205121","20.0258188861","32.249517","8.8416900558","6.7195192911","5.186901228","2.2603005152","1.8011904416","5.1930394348","5.869115","0.9898398469","1.019165064","6.525","0.3335644","0.2726784","","0.0869954839","0.0129032256","0.016289","","0.0033055208","0.0000040752","","","0.000000483","0.0000083041","","","","0","0","0","0","","","","","488.931791494"
"2025-07-31","97.7018179993","","","28.4143252831","","63.5883432468","59.9154010544","50.0182574077","5.67759295","52.5044738502","13.7280025011","","12.4131242912","12.2384420394","19.9336534885","31.888151","9.3543671794","7.3595280068","5.475842628","2.2690100248","2.2016597192","5.479120974","5.952975","1.0423483885","1.032863064","11.061","0.3256864","0.2988456535","","0.1569909677","0.0129032256","0.019419","","0.0044073653","0.00000412","","","0.0000002415","0.0000027676","","","","0","0","0","0","","","","","500.0685598376"
"2025-08-01","914.2716037042","","3748.25","1404.3763542565","1895.09","60.5800301823","59.5762098265","6.4525575554","749.9410674927","43.2774904054","13.7280025407","","12.7148134667","12.4604519936","35.8072161851","31.512612","8.874660951","6.8730302241","5.249286828","2.2800519925","2.4018879623","5.0699628564","5.79989","0.000012911","0.959525064","4.128","2.3389104","0.0658416","9","0.0867719355","0.0129032256","0.015319","0","0.0034056831","0.0000064248","0","","0","0.00001032","","","","0","0","0","0","","","","-46.67","8994.5278869874"
"2025-08-02","97.630657105","","","29.3637244476","","60.1075644186","43.8510007353","41.2255344496","4.8213471116","46.6473111213","13.7280025635","","12.6980837125","11.9460660872","34.0292131958","30.289032","5.5979570423","3.2153758619","3.518321628","2.282018541","2.4018036189","4.4352","5.80179","0.0000454494","0.995243064","0.06","0.2351636","0.0589948","","0.0974764516","0.0129032256","0.011454","","0.012320506","0.0000070008","","","0","","","","","0","0","0","0","","","","","455.0736117375"
"2025-08-03","97.6310220202","","","27.6592997332","","60.5133980312","44.1460803268","67.0238794306","5.08482262","46.4838020643","13.7280025287","","12.696351282","11.8803680352","33.8142493812","30.063057","5.474460175","3.0122587396","3.438204828","2.280597984","2.4021334785","4.4523919591","5.80927","0.0000072871","0.997958064","0.093","0.2167148","0.1486113","","0.0874680645","0.0129032256","0.011467","","0.0018030024","0.0000070008","","","0","","","","","0","0","0","0","","","","","479.163589362"
"2025-08-04","97.6963611754","","","31.7265103578","","66.9438788524","61.819548121","63.2803968659","5.5459040289","49.7725608963","13.7280025086","","12.7024493236","12.7753693708","35.3007607461","30.968035","9.0796385672","7.3117603118","5.223255228","2.2845003801","2.4016509912","5.0556314449","5.893535","0.0110628138","1.030784064","4.644","0.3356776","0.2581791967","","0.0878664516","0.0129032256","0.016431","0.054","0.0030050156","0.0000070008","0","","0.000002823","0.0000069875","","","","0","0","0","0","","","","","525.9636753486"
"2025-08-05","97.6915605744","","","33.2548305454","","63.9664377897","63.0382827218","58.2534111713","6.336314868","51.2921652709","13.7280025356","","12.7023970696","12.5248063414","36.527217391","32.052441","9.2127705998","7.6160276987","5.461058544","2.2911686688","2.4018247332","5.110346955","6.9657","0.0114216094","1.030172064","4.899","0.3666736","0.2838561265","","0.0878132258","0.0129032256","0.015458","","0.0018030043","0.000008863","","","0.0000007246","0.0000138393","","","","0","0","0","0","","","","","527.1358887611"
"2025-08-06","97.6869059661","","","31.9754808421","","64.5550926517","60.4177992543","56.2003939256","5.4141902867","49.7799503429","13.7280025821","","12.7047619826","12.5309693191","35.4550946952","31.155835","8.7690957418","7.2019684413","5.177911428","2.2978499521","2.4013779277","5.1139707138","6.03177","0.0111930469","1.021721064","4.662","0.3611028","0.253527","","0.0878625806","0.0129032256","0.015307","","0.0045075248","0.0000090816","","","0.0000010859","0.0000027676","","","","0","0","0","0","","","","","515.0285582301"
"2025-08-07","97.6956264674","","","33.7781760666","","67.7538847636","61.1558229318","65.2974212751","5.8093995821","50.1950976791","13.728002616","","12.7055313821","12.5611843503","35.4998862596","31.243784","9.3336554317","7.7650560381","5.642971428","2.3028862003","2.4013375408","5.1256741862","5.85569","0.0955444539","1.025339064","5.322","0.3396796","0.2952544","","0.0878654839","0.0129032256","0.015783","","0.0051085394","0.0000111501","","","0.0000009661","0.0000110717","","","","0","0","0","0","","","","","533.0505891535"
"2025-08-08","97.6902997467","","","27.9695346389","","64.3870578834","59.6022113632","62.5403937061","5.7435472002","54.3589099057","13.7280026319","","12.705757735","12.4907283511","39.1657038729","34.862282","8.9831918741","7.6069428641","5.329733628","2.3052342314","2.4015504329","4.9286432877","6.60229","0.8108017438","1.008995064","1.575","0.3682532","0.2924962","","0.0878612903","0.0129032256","0.013119","0.02","0.0010016679","0.0000119616","0","","0.0000006583","0.0000027676","","","","0","0","0","0","","","","","527.5924621324"
"2025-08-09","97.631741959","","","29.2954304231","","61.2260376616","41.5404148675","36.469654377","4.6896945478","47.6428152442","13.7280026229","","12.6989781738","11.8078258823","34.0470086131","30.387235","5.5957410369","3.2279763229","3.372104628","2.3057120928","2.4019933722","4.4450204853","5.87839","0.5807856972","0.998837064","0.066","0.2229484","0.2254493","","0.0879454839","0.0129032256","0.011306","","0.000100167","0.0000119616","","","0","","","","","0","0","0","0","","","","","450.5980646097"
"2025-08-10","97.629738219","","","27.0182713738","","62.8379923965","40.6708502405","36.6810662277","4.3603760274","47.8422246937","13.7280025998","","12.6970154898","11.8295606014","34.2274080205","30.591412","5.4483038619","2.985824089","3.237695628","2.305712255","2.4022845575","4.455027517","5.88517","0.5961507163","1.000097064","0.123","0.2121444","0.2448412","","0.0879735484","0.0129032256","0.011393","0.022","0.0004006661","0.0000119616","0","","0.0000003502","","","","","0","0","0","0","","","","","449.1448519307"
"2025-08-11","97.6373231055","","","28.5089363844","","59.2379728465","47.4301931349","45.8914615163","4.4262611648","40.3962490059","13.7280025641","","12.695044683","11.9600142265","26.7843462188","23.240223","5.9488649527","3.5553405758","3.552499344","2.3057121264","2.4022387305","4.9059493351","4.42174","0.6648355537","0.998678064","0.099","0.2350488","0.274111","","0.0877912903","0.0129032256","0.011442","","","0.0000119616","","","0","","","","","0","0","0","0","","","","","441.4121948104"
"2025-08-12","92.6184542285","","","31.2962392002","","52.8401193818","59.3025018963","63.352413217","5.8753389031","16.5599649996","13.7280025224","","12.7003534338","12.4598821621","4.4664724113","1.345664","8.8743070711","7.0334668353","5.213970828","2.3084262124","2.4033305923","5.0267778637","0.029805","15.7283123299","1.035623064","4.086","0.3641988","0.3185309","","0.0877919355","0.0129082256","0.017373","0.192","0.0028046549","0.0000119616","0","","0.0000034812","0.0000138431","","","","0","0","0","0","","","","","419.2810629547"
"2025-08-13","80.2919104713","","","31.6440423054","","55.2875734341","56.9849055586","65.1106789698","5.8753551634","16.9652705508","13.7280025497","","12.7029154775","12.3158589672","5.0550138654","1.94422","8.4363969391","6.1286539641","4.677149628","2.3164253524","2.4024878282","5.3516251773","0.88714","0.7141755754","1.049450064","9.873","0.2735736","0.2777934","","0.0878941935","0.0129032256","0.018486","0.054","0.0007011616","0.0000126246","0","","0.0000007672","0.0000055352","","","","0","0","0","0","0","","","","400.4676223494"
"2025-08-14","80.2896691618","","","31.4195376078","","55.4740156089","56.4231169736","58.293490849","5.7436395681","16.6102693781","13.7280026232","","12.7002913882","12.3099149131","4.7509840035","1.730132","8.259313942","6.2449179842","4.754112228","2.3233514212","2.4022451644","5.1060691624","0.01274","4.803640179","1.040639064","4.863","0.2716784","0.309643813","","0.0877332258","0.0129032256","0.016258","","0.0031051323","0.0000280954","","","0.0000004941","0.0000110704","","","","0","0","0","0","","","","","389.9844546771"
"2025-08-15","80.2854364169","","","31.7399324025","","53.678629801","57.0444242695","49.4439881567","5.5460841189","15.8417544427","13.7280026238","","12.6993987373","12.2050227819","4.2706933108","1.233568","7.7175173175","5.6628029257","4.419005028","2.3308335625","2.4019278064","4.9954114008","0.081825","0.6881459742","1.039439064","3.105","0.2598464","0.2677512262","","0.0876090323","0.0129032256","0.01461","0.032","0.0011018239","0.0000324504","0","","0.0000003504","0.0000083028","","","","0","0","0","0","","","","","370.8347059527"
"2025-08-16","80.2556834043","","","28.6780829011","","51.7526804018","44.6365283727","54.4933296031","5.2167606134","12.9164195228","13.7280026271","","12.6967499094","12.507172721","3.3236382463","0.688887","5.8167262946","3.4811318783","3.868570428","2.332459032","2.4020914693","4.4469835807","0.0099","0.604833235","1.017509064","0.066","0.2151324","0.2794535","","0.0876480645","0.0129032256","0.011399","","","0.0000324504","","","0.0000004525","","","","","0","0","0","0","","","","","345.5467093979"
"2025-08-17","80.256901574","","","28.0060583275","","52.4651426433","42.3375120958","45.0964797752","4.8215777051","12.7151910487","13.728002616","","12.6937010767","12.2284646989","3.2291641209","0.725752","5.7275222552","3.4262285618","3.496177428","2.332459032","2.4024448601","4.4565250524","0.0096","0.6804182003","1.016414064","0.069","0.206932","0.2739929","","0.087596129","0.0129032256","0.011382","","0.0010016538","0.0000324504","","","0.0000002415","","","","","0","0","0","0","","","","","332.5145777362"
"2025-08-18","80.3420042589","","","34.0308582553","","59.7237708493","61.7451563119","75.9128288262","6.0730513177","17.010016528","13.7280025902","","12.7033063731","13.132335962","4.5440677124","1.408028","9.5614894744","7.9709769058","5.592617628","2.3397024195","2.4016003973","4.9539260139","0.0284","1.3556777138","1.062425064","2.235","0.348216","0.3371381","","0.0875296774","0.0129032256","0.014294","0.052","0.0029048023","0.0000336503","0","","0.0000014586","0.0000083054","","","","0","0","0","0","","","","","418.7102718213"
"2025-08-19","80.3185522361","","","33.3352560204","","63.1530429057","64.2426721377","64.881088519","6.7317337203","17.6057934204","13.7280026577","","12.7160848687","12.6590655891","4.7346087155","1.374092","9.3675944655","7.8411590194","5.836765944","2.3556456588","2.4021206455","5.0325999457","0.02199","0.9779005135","1.089746064","3.861","0.39505","0.286142","","0.0874922581","0.0129032256","0.015773","","0.0036059638","0.0000410394","","","0.0000002415","0.0000027689","","","","0","0","0","0","","","","","415.0675255443"
"2025-08-20","80.3149133324","","","29.4239654016","0","54.9818383514","62.1907569093","58.9439011984","5.809638371","16.85004085","1033.7280027546","","12.7049203546","12.5399054114","4.4651661318","1.299685","9.074993423","7.4542141927","5.452566228","2.3653210018","2.4023638025","4.984300284","0.00955","0.8986693658","1.040006064","2.994","0.3123204","0.3103536","","0.0875022581","0.0129032256","0.014701","","0.0074961422","0.0000416346","","","0.0000009662","0.0000055365","","","","0","0","0","0","","","","-1020","390.6740431915"
"2025-08-21","80.3144002047","","","35.2748469787","","55.3268381281","62.6699038173","60.0749114031","5.612057657","16.842210898","13.728002805","","12.7012768192","12.5015877719","4.5232372315","1.356703","9.1589954896","7.2614470485","5.269452828","2.3688599119","2.4016085815","5.3011176138","0.00955","0.9611850518","1.039373064","7.71","0.3644388","0.2869496","","0.0875725806","0.0129032256","0.016958","","0.0021034828","0.0000431504","","","0.0000007246","0.0000055352","","","","0","0","0","0","","","","","403.1785414028"
"2025-08-22","22254.9376171856","","","36.8243302247","2223.34","53.7249292594","57.9730618082","59.7324976242","4.8875388979","15.7836831793","13.7280028356","","12.6985495636","12.419238462","4.1904040108","1.232","8.6292366586","7.0956748595","5.118644628","2.371744135","2.4016423639","4.90309635","0.0097","0.8236098938","1.028120064","0.657","0.3141076","0.2766766","","0.0865087097","0.0129032256","0.012484","0.02","0.0015024882","0.0000441944","0","","0.0000010747","0.0000055352","","","","0","0","0","0","","","","","24785.2345554319"
"2025-08-23","18.8684731359","","","28.1249706252","","52.4644790931","41.4099281335","39.1165956559","4.4264854421","12.4302016628","13.7280028374","","12.7007398919","11.8130659244","3.1256544131","0.659549","5.478017237","3.0175974086","3.316765428","2.3728622856","2.4020951274","4.4446954681","0.00955","0.6495567521","1.013381064","0.081","0.2150088","0.220537","","0.08766","0.0129032256","0.011436","","0.0005008284","0.0000437688","","","0.0000007246","","","","","0","0","0","0","","","","","262.2017569335"
"2025-08-24","18.8671460968","","","27.9280134741","","53.1101255104","41.4383268901","38.8305699822","4.689964474","12.4944200125","13.7280027798","","12.6958907627","11.7686557192","3.1225354567","0.642689","5.4366246813","2.9919029629","3.320082228","2.3728622856","2.4015320956","4.4549572333","0.00955","0.6431014102","1.015640064","0.078","0.2246752","0.2257534","","0.0876545161","0.0129032256","0.011346","","0.0012019888","0.0000437688","","","0","","","","","0","0","0","0","","","","","262.6041712187"
"2025-08-25","18.9355732481","","","29.7248943003","","54.026351006","59.8750959607","59.7193631173","5.3486427267","16.4378781674","13.7280026967","","12.7057874455","12.5722732532","4.3416411378","1.308512","9.0929139893","7.7488249395","5.381806428","2.3760661127","2.4017569591","4.9272325305","0.00955","0.9337012681","1.043360064","0.756","0.3429448","0.3079285","","0.0877335484","0.0129032256","0.012946","0.01","0.0025039815","0.0000503041","0.01","","0.0000010014","0.0000138419","","","","0","0","0","0","","","","","324.1822525538"
"2025-08-26","18.9303088885","","","37.696329714","","53.857707114","63.806696722","62.6053487716","5.4803926696","16.6172389165","13.7280026739","","12.7031436453","12.5556236709","4.6402255077","1.487014","9.1420132548","7.8522524645","5.663612544","2.3862376261","2.4021400949","4.9133198829","0.158655","0.8986329231","1.021415064","0.357","0.3693176","0.3022782431","","0.0875390323","0.0129032256","0.012228","","0.0014023233","0.00005405","","","0.0000041061","0.0000027689","","","","0","0","0","0","","","","","339.6890404976"
"2025-08-27","18.9318750257","","","36.8206971612","","53.0847121595","60.6166657527","76.9544834004","5.9414589405","17.0167294344","13.7280026802","","12.70590286","13.4856333079","4.672794236","1.581949","9.2418880542","7.8642792313","5.683302828","2.3861093649","2.4024871857","4.9053672876","0.010595","1.0892030695","1.044977064","0.21","0.3543156","0.3078939","","0.0872245161","0.0129032256","0.012267","","0.0034056469","0.0000577223","","","0.0000037251","0.0000055378","","","","0","0","0","0","","","","","351.1571899175"
"2025-08-28","18.9352568371","","","31.2221582734","","53.430158054","61.869134995","69.9043444146","5.5462756407","19.5918320776","13.7280027096","","12.7015721631","12.9835261078","4.8245407519","1.8981","9.7298929872","8.2707826428","5.989566828","2.3902021821","2.4020446537","4.9122823897","0.222555","4.2126099378","1.030910064","0.435","0.344092","0.4397004265","","0.0872780645","0.0129032256","0.012405","","0.0014023215","0.0000602752","","","0.0000065214","0.0000055352","","","","0","0","0","0","","","","","347.12860208"
"2025-08-29","18.9399345324","","","36.6568216741","","51.411343089","60.5723844783","51.6189225029","5.2169799578","16.7318164129","13.7280027075","","12.7002163224","12.4879374212","4.4077106777","1.395446","9.1434963533","7.7754700478","5.468156028","2.3939255823","2.4017079778","4.8885243781","0.01173","1.3049735057","1.019831064","0.108","0.3142232","0.3603591262","","0.0872777419","0.0129032256","0.012025","","0.0009013279","0.0000665446","","","0.000021497","","","","","0","0","0","0","","","","","321.1711083764"
"2025-08-30","18.8702015694","","","31.0363037752","","50.4953342044","43.6385049915","33.9493709036","4.8217829555","12.886266821","13.7280026868","","12.6933352371","11.8521149785","3.2443281108","0.727211","5.6736028387","3.2897277254","3.472581228","2.3943890572","2.4020785568","4.4451167659","0.0096","0.8816689653","1.013978064","0.069","0.2137944","0.2720192","","0.0873319355","0.0129032256","0.011498","","0.0004006616","0.0000704818","","","0.0000038645","","","","","0","0","0","0","","","","","262.1925222041"
"2025-08-31","18.8731352699","","","28.3012683989","","50.6146890544","43.5462073989","35.5537694234","5.0852623789","12.9236218171","13.7280026367","","12.6933787294","11.9042176575","3.2446568737","0.73445","5.7098759704","3.6796261594","3.529590228","2.3918101584","2.4018639224","4.4566518074","0.0096","0.9821971496","1.017365064","0.084","0.2351832","0.285537","","0.1576816667","0.0129032256","0.011485","","0.0006009956","0.0000705973","","","0.0000024153","","","","","0","0","0","0","","","","","262.1687041989"
"2025-09-01","19.5723225886","","3546.94","1360.3488698195","1451.63","53.9544477465","64.5009747168","15.5179717375","725.8761375901","8.7147208187","13.7072109185","","12.7009536452","13.036153355","4.7304156509","1.512531","9.9827640103","8.8213061719","6.172994076","2.4761829187","2.4028014231","4.8794271039","0.00965","0.0000589059","0.9845913336","0.198","2.3638172","0.0907992","","0.087418","0.0133333344","0.012593","0","0.0163268099","0.0000779451","0","","0","0.00001161","","0.0000000255","","0","0","0","0","","","","","7331.2548626556"
"2025-09-02","19.5824797056","","","35.9070727042","","54.0881117782","63.303416369","74.0465584004","5.6785514473","15.0174020908","11.5024035705","","12.7168508456","13.0068724394","4.5475507658","1.315543","9.5397593541","7.9653531084","5.884837476","2.4806414392","2.4047924677","4.9023101963","0.02006","0.0157226748","1.0361673336","0.117","0.3760644","0.162802","","0.0985833333","0.0134283344","0.012105","","0.0027044664","0.0000798972","","","0.0000021737","0.0000110743","","","","0","0","0","0","","","","","345.7452378462"
"2025-09-03","19.5560076651","","","34.9039544723","","56.6429688662","64.0876952762","58.0430120841","5.6127069476","16.7943111104","10.9824","","12.7059430865","12.5374722106","5.8110742559","2.47935","9.040740788","7.6681631466","5.6687342094","2.487574807","2.4025424374","4.903300958","1.487675","0.0144534176","1.0425333336","0.186","0.3089836","0.3099341","9","0.0886846667","0.0133333344","0.012355","","0.0026043164","0.0000824458","","","0.000003623","0.0000069865","","","","0","0","0","0","","","","","344.7946021453"
