"サービス","OpenSearch Service($)","Savings Plans for  Compute usage($)","Support (Enterprise)($)","Relational Database Service($)","Tax($)","S3($)","Elastic Container Service($)","CloudFront($)","Redshift($)","CloudWatch($)","ElastiCache($)","CloudFront Security Bundle($)","VPC($)","Elastic Load Balancing($)","GuardDuty($)","CloudTrail($)","EC2 その他($)","Kinesis Firehose($)","WAF($)","EC2 Container Registry (ECR)($)","Global Accelerator($)","EC2 インスタンス($)","Athena($)","Lambda($)","Key Management Service($)","Config($)","Route 53($)","SQS($)","Managed Grafana($)","Cost Explorer($)","Secrets Manager($)","CloudWatch Events($)","CodePipeline($)","SES($)","Elastic File System($)","CodeBuild($)","Systems Manager($)","SNS($)","API Gateway($)","Location Service($)","CloudShell($)","Step Functions($)","Glue($)","DynamoDB($)","Elastic Container Registry Public($)","QuickSight($)","Certificate Manager($)","X-Ray($)","CloudFormation($)","Refund($)","合計コスト($)"
"2025-09-04","19.5550413865","","","34.33276013","","55.8498673573","62.9450723847","60.2704098122","5.6785919284","15.011645712","10.9824","","12.7052665368","12.5031903951","4.5807917609","1.340285","9.0698425891","7.4652108193","5.468730876","2.4920732192","2.4025605873","4.9027448179","0.00955","0.0140790673","1.0333353336","0.228","0.3725116","0.3067467","","0.088124","0.0133333344","0.012093","","0.0032326526","0.0000864312","","","0.000000483","0.0000137007","","","","0","0","0","0","","","","","329.6375916155"
"2025-09-05","19.5526841627","","","34.3783806509","","56.8748843407","60.3691693268","57.2480550826","5.2175303555","14.5179701729","10.9824","","12.7024616548","12.5109030804","4.4799505845","1.300269","8.8150395339","7.4222877504","5.2703426094","2.4962951546","2.4021754582","4.8868619207","0.00955","0.0135700178","1.0312233336","0.165","0.326222","0.3077656","","0.0883566667","0.0133333344","0.011971","","0.0013021593","0.0000875232","","","0.0000019323","","","","","0","0","0","0","","","","","323.3960444063"
"2025-09-06","19.498587522","","","29.5078985938","","54.7628941095","44.9989812297","40.1204825235","4.7564773434","12.1259964051","10.9824","","12.6950396537","11.8698650468","3.4022075632","0.726439","5.8057232484","3.2580410952","3.485523876","2.4976953456","2.405754896","4.4452904324","0.0096","0.0114926608","1.0151913336","0.06","0.2348184","0.2706771","","0.0884013333","0.0133333344","0.011557","","","0.0000883114","","","0.0000002415","","","","","0","0","0","0","","","","","269.0604575993"
"2025-09-07","19.4973866253","","","28.9372241979","","54.5183027664","45.4141093712","39.6075621936","4.6906209943","12.3833424084","10.9824","","12.6973230022","11.8880910357","3.3825615411","0.705056","5.8115216719","3.3147880548","3.472798476","2.4976953456","2.4024233962","4.4579741778","0.00955","0.5834455641","1.0182633336","0.084","0.2121304","0.2758223","","0.088421","0.0133333344","0.011576","","0.0002003299","0.0000888744","","","0.000000483","","","","","0","0","0","0","","","","","268.9580128778"
"2025-09-08","19.5652555619","","","32.4943402409","","59.8682804998","64.5788044648","62.1273341892","6.0068378432","15.7943937328","10.9824","","12.7063211267","12.8715853734","4.7670124604","1.435918","9.3933418484","8.1344057471","5.5706276094","2.5021722435","2.4031979467","4.9144184502","0.13557","0.8596863056","1.0431123336","0.258","0.3662752","0.288608","","0.0884533333","0.0133333344","0.012395","","0.0029048055","0.0000900716","","","0.0000005852","0.0000027676","","","","0","0","0","0","","","","","339.1850790752"
"2025-09-09","19.5640400488","","","34.7335087243","","57.7527257186","62.3503234877","76.0948890526","5.4140238218","21.2177677057","10.9824","","12.7058319227","12.7191378714","4.4956398067","1.330362","9.4295784371","8.1043375398","5.6557219428","2.5077755446","2.4064230243","4.9082870636","0.01084","1.1103122842","1.0331283336","0.363","0.3424572","0.3272755","","0.0875096667","0.0133333344","0.012161","","0.0028046411","0.0000903168","","","0.0000048305","0.0000027881","","","","0","0","0","0","","","","","355.6756936079"
"2025-09-10","19.5667492601","","","34.9207953675","","60.8600713722","61.957454947","78.0824903591","5.9409813636","16.2776876256","10.9824","","12.6996328397","12.6564345739","4.5730252316","1.390892","9.6158448218","8.143908577","5.841057276","2.5164715557","2.4080504034","4.9066884645","0.03471","1.1788226565","1.0465773336","0.252","0.3436016","0.373998283","","0.088464","0.0133333344","0.012191","","0.0025041495","0.0000910863","","","0.0000041062","0.0000027689","","","","0","0","0","0","","","","","356.6869363571"
"2025-09-11","19.558342264","","","33.4433245859","","58.0686619133","61.5874625925","63.8147404767","5.3482093371","15.8416546668","10.9824","","12.7009638709","12.5626021884","4.4904035061","1.314983","8.8577481244","7.299678783","5.416235076","2.5224894288","2.4042546507","4.9001016194","0.03599","1.5952256427","1.0311663336","0.213","0.31594","0.3079623","","0.0885836667","0.0133333344","0.012251","","0.0028046403","0.0000941401","","","0.000000966","0.0000055365","","","","0","0","0","0","","","","","334.7306136443"
"2025-09-12","19.556606558","","","32.8611166012","","57.1158973386","59.7916218769","59.2364557797","4.8212917022","15.5047111096","10.9824","","12.7023322402","12.4710368791","4.4218275225","1.345449","8.7836354984","7.202438621","5.127788076","2.5246523013","2.4058764039","4.884313617","0.166725","2.4515289197","1.0232013336","0.114","0.319042","0.3363285","","0.088604","0.0133333344","0.012533","","0.0016026517","0.0000960036","","","0.0000055552","0.0000055352","","","","0","0","0","0","","","","","326.266456959"
"2025-09-13","19.4996324689","","","32.3625549865","","54.6015489964","44.320931909","43.6574684803","4.689573784","12.5862131273","10.9824","","12.6933384951","11.9099560584","3.3071886453","0.669447","5.8951054295","3.3765267567","3.452816676","2.5253759088","2.4131022683","4.4453695234","0.00955","0.6933271602","1.0144563336","0.066","0.2580876","0.2376657","","0.0886343333","0.0133333344","0.011367","","0.000801326","0.0000962208","","","0.0000007245","","","","","0","0","0","0","","","","","275.7818702467"
"2025-09-14","19.4992745396","","","27.6559045371","","54.7223658165","44.6916123478","39.8776787243","4.7554520571","12.7282088863","10.9824","","12.6933363829","11.7755485327","3.3208487984","0.650114","5.6661303203","3.0501895523","3.364564476","2.5253759088","2.4068715314","4.4551929506","0.00955","0.6738382186","1.0167153336","0.081","0.2012912","0.2588635","","0.0885746667","0.0133333344","0.011347","","0.0002003312","0.0000962208","","","0.0000016907","","","","","0","0","0","0","","","","","267.1758808581"
"2025-09-15","19.5055763271","","","27.3083561518","","58.708376453","51.2473816169","46.6922271744","5.1506846076","13.9737311884","10.9824","","12.6943404801","12.0390926658","3.7043896265","0.766061","6.3700235729","3.9105749136","3.683871876","2.525376098","2.4048445329","4.8894059227","0.00955","0.7559871452","1.0211943336","0.153","0.2194732","0.2727997","","0.088373","0.0133333344","0.011754","0","0.0008013244","0.0000975748","0","","0.0000013081","","","","","0","0","0","0","","","","","289.1030791282"
"2025-09-16","19.5815995864","","","33.6249696883","","58.5484853577","64.3236204122","76.4816676168","5.7434882412","17.3970181995","10.9824","","12.7007778837","13.1872521735","4.8982406796","1.696538","9.784222023","8.553023987","5.9603606094","2.52812553","2.4042209599","4.9080999176","0.27669","4.361498567","1.0366743336","0.093","0.4081576","0.4922289","","0.0871146667","0.0133333344","0.012486","","0.0014023204","0.0000985342","","","0.0000213613","0.0000055365","","","","0","0","0","0","","","","","360.0868220199"
"2025-09-17","19.5757783947","","","40.6953943186","","56.8138871638","64.4181712294","75.3728803461","5.8752408985","17.6090462209","10.9824","","12.7001526581","12.628407718","4.8791047185","1.709676","10.0611708727","8.9008806607","5.853959076","2.5333301915","2.4034760164","4.9043137959","0.01972","11.7449711898","1.0406763336","0.114","0.421534","0.5650009303","","0.088147","0.0133333344","0.014342","","0.0026043165","0.0001023094","","","0.0000016761","0.0000110704","","","","0","0","0","0","","0","","","371.9417144403"
"2025-09-18","19.5814075588","22793.52","","35.7331385611","2428.95","57.2898929096","23.0064283765","68.4481726971","5.4800807233","17.5990841645","1542.2832753333","","12.6994134739","12.5356608851","5.4296710647","2.250033","10.0651359133","8.9564761166","5.750928876","2.5378787846","2.4039586258","0.2556680309","0.904095","1.5051652187","1.0301433336","0.105","0.3847204","0.5315974","","0.0881653333","0.0133333344","0.012126","","0.0021034839","0.000105098","","","0.0000033851","0.0000096233","","","","0","0","0","0","","","","","27059.3528727054"
"2025-09-19","19.5672743231","0","","35.1795072367","","57.3030823365","21.2544702662","77.5231543242","5.414222756","16.577328529","0","","12.7033624704","12.5014341174","4.5873335565","1.368694","9.5540874074","8.5225104897","5.918374476","2.5428945119","2.4061399356","0.0306579316","0.052695","1.3478899075","1.0382673336","0.105","0.3885324","0.4287956","","0.088223","0.0133333344","0.012116","","0.0019031511","0.000105789","","","0.0000078314","","","","","0","0","0","0","","","","","296.4313980152"
"2025-09-20","19.5013686654","0","","27.8780586794","","55.3020549918","7.8414558487","49.3021647422","4.6238378081","14.2101201686","0","","12.6970961128","11.8240041885","3.6141837533","0.731761","5.9895770186","3.4311849405","3.704462676","2.544195396","2.4053111849","0.0103323959","0.00955","0.8162403898","1.0143963336","0.072","0.265852","0.3386979","","0.0873946667","0.0133333344","0.011527","","0.0002003315","0.0001065456","","","0.0000007245","","","","","0","0","0","0","","","","","228.2404687968"
"2025-09-21","19.5020007259","0","","27.8004192178","","55.0065344633","6.8953246597","44.8718544645","4.7555874378","14.1878612318","0","","12.6951601906","11.880459139","3.5709669105","0.745951","6.0617047447","3.4816772466","3.568085676","2.544195396","2.4044017826","0.0106212442","0.00955","0.9261450771","1.0147743336","0.072","0.2251904","0.3927878","","0.0883013333","0.0133333344","0.011534","","0.0006009962","0.0001067592","","","0.0000004831","","","","","0","0","0","0","","","","","222.7371300479"
"2025-09-22","19.5702790776","0","","37.8659606018","","58.5521340544","20.7277534773","75.8100235976","5.0849385832","20.5544635817","0","","12.7021311641","12.5891574137","7.8577947576","4.518585","9.0568926515","7.6921710199","5.645188476","2.5454027451","2.4047449782","0.0214198861","3.28774","4.1771626548","1.0246443336","0.108","0.3650284","0.4329887","","0.0882366667","0.0133333344","0.012613","","0.0030048048","0.0001071864","","","0.0000002415","0.000011073","","","","0","0","0","0","","","","","312.711911461"
"2025-09-23","19.5076479159","0","","29.1788237639","","55.3095454453","9.823803438","54.1034882667","5.0849642134","14.5875728395","0","","12.69535955","11.9583886788","3.7141696652","0.799305","6.2802190741","3.915709992","3.970788876","2.5458082512","2.4048130226","0.0107112363","0.00955","0.9384792533","1.0182693336","0.096","0.2808492","0.4140138","","0.0881233333","0.0133333344","0.011677","","0.0008013248","0.0001085227","","","0","","","","","0","0","0","0","","","","","238.762324331"
"2025-09-24","19.5721444556","0","","33.9441831162","","57.7421641761","21.6456277569","63.9467217018","5.7436312431","17.0264807155","0","","12.7082891883","12.599724411","4.7878777943","1.575836","9.4455517137","8.1232578842","5.644367676","2.5493270606","2.4044340657","0.0225494161","0.13547","1.4190375877","1.0381683336","0.111","0.3701428","0.4669579","","0.0880966667","0.0133683344","0.012352","","0.004307133","0.0001114684","","","0.0000005852","0.0000097554","","","","0","0","0","0","","","","","283.1411909395"
"2025-09-25","19.5677150685","0","","32.6846703793","","55.3349001067","22.0596158471","64.655484797","5.4143243111","16.8715236862","0","","12.7082771236","12.5091601895","4.751734858","1.518015","9.7599010644","8.0628765106","5.671143876","2.553675335","2.4052661005","0.0298328251","0.12261","1.4647533509","1.0362003336","0.126","0.3164088","0.4596704","","0.0870393333","0.0136283344","0.012022","","0.0009013253","0.0001176331","","0.003126","0.0000008267","","","","","0","0","0","0","","","","","280.2005954159"
"2025-09-26","19.5567560016","0","","33.5214164698","","54.4272622172","21.870344341","51.1585475418","5.0850141427","18.0458085013","0","","12.708644647","12.3815070521","5.8513840564","2.57466","8.9836528645","7.6993768508","5.450756076","2.5578165339","2.4065699875","0.0242650841","1.359425","1.1234890611","1.0263333336","0.084","0.3893712","0.42229","","0.0879306667","0.0133333344","0.011846","","0.0014023216","0.0001205671","","","0.000000483","","","","","0","0","0","0","","","","","268.8233243352"
"2025-09-27","19.5005894367","0","","33.5881820187","","52.861129522","8.9250685198","36.0098987226","4.7557014687","14.4898113643","0","","12.6975762406","11.8213099797","3.6322917121","0.724805","6.0636483152","3.5417824175","3.609669276","2.5582409016","2.4055330057","0.0121009996","0.0096","0.8372263901","1.0151913336","0.078","0.2164712","0.3655948","","0.0879666667","0.0133333344","0.011621","","0.0007011585","0.000122544","","","0","","","","","0","0","0","0","","","","","219.8331673281"
"2025-09-28","19.5025047877","0","","28.2101004883","","52.9556115567","9.1312971423","38.2461934713","4.8874530037","14.6266283344","0","","12.6975537622","11.8554628286","3.6505871375","0.768421","6.2127206618","3.6601807027","3.593803476","2.5582409016","2.4055016975","0.0119316417","0.00955","1.2216138343","1.0154883336","0.09","0.2202924","0.4334469","","0.0879573333","0.0133333344","0.011693","","0.0009014907","0.000122544","","","0.0000070045","","","","","0","0","0","0","","","","","218.0785987688"
"2025-09-29","19.6523898623","0","","33.0441126225","","59.9361024586","25.9067545691","53.3032317525","6.3365282103","17.4652641502","0","","12.702015744","12.7522797937","4.9179199489","1.560247","10.348535978","8.8300998694","5.844920076","2.5620250382","2.4063599386","0.032781123","0.108315","2.0593317077","1.0352403336","0.108","0.355702","0.5392789364","","0.0879926667","0.0133333344","0.012215","","0.0019031497","0.0001237422","","","0.0000265691","0.00000145","","","","0","0","0","0","","","","","281.9230320251"
"2025-09-30","19.58979249","0","","39.2558135769","","56.1742091463","27.810695905","54.4294344969","5.8755075361","17.4594448969","0","","12.7050701699","12.8107008752","4.9612082911","1.51288","10.3556370641","8.7629129789","5.887770876","2.5680508225","2.4058677037","0.0362792333","0.00985","1.7939034255","1.0396893336","0.123","0.4154892","0.4945879","","0.1568941935","0.0133333344","0.012277","","0.0029048055","0.0001314608","","","0.0000258447","","","","","0","0","0","0","","","","","286.6633625608"
"2025-10-01","18.9411922756","0","1855.88","1402.5052278947","1178.46","53.4525171866","22.5620979186","9.7930094193","749.8750905094","8.7381107415","108.9216","950","12.7033153686","12.7754857763","5.1843170481","2.039056","9.7614611777","8.6116628257","1.419354828","2.4904251259","2.405261146","0.0000064061","0.359795","0.0000447071","0.986156064","0.156","2.3866296","0.0991924","","0.0857632258","0.0129032256","0.012621","0","0.0123203624","0.0001321968","0","","0","0.00000387","","","","0","0","0","0","","","","","6420.6307532998"
"2025-10-02","18.9334712492","0","","31.5292715995","","57.2647282409","22.1923803635","11.3769154953","5.9409960831","19.5807869431","0","","12.7081182065","12.6702744244","8.2728651417","5.073333","9.4141322178","8.2904308319","1.419354828","2.4958110129","2.4056078928","0.0205144225","4.386495","9.4984982161","1.029290064","0.114","0.3907768","0.3938607","","0.1468809677","0.0129032256","0.012799","","0.0055091003","0.0001337233","","","0","0.0000055352","","","","0","0","0","0","","","","","245.5801442853"
"2025-10-03","18.9302119782","0","","33.3712196924","","58.0160814381","20.3319405408","14.947028297","5.348197278","16.4013783462","0","","12.706249519","12.5366430159","5.9775710852","2.847953","9.0367047975","7.6789857108","1.419354828","2.4987594935","2.4077662307","0.0350210768","1.742455","1.7674005308","1.024319064","0.108","0.3345404","0.4619576","","0.0868870968","0.0129082256","0.012208","","0.0020031454","0.0001337382","","","0.0000137625","0.000011073","0.00002","","","0","0","0","0","","","","","230.0439239644"
"2025-10-04","18.8751703833","0","","33.2138021867","","54.818723322","9.2062332865","10.2547806883","4.6236846263","13.1145411938","0","","12.7022268438","11.8805377398","3.6326642665","0.788564","6.2351155062","3.8434311109","3.746443428","2.49925026","2.4051276119","0.0129407248","0.00965","1.2597086017","1.014125064","0.075","0.2405688","0.4070482","","0.0868432258","0.0129082256","0.011818","","0.0023038033","0.00013374","","","0.000004106","","0.00001","","","0","0","0","0","","","","","194.9733589452"
"2025-10-05","18.8785843808","0","","26.9033337691","","54.2360238604","9.0186368825","8.5213855477","4.6237008866","13.1507107909","0","","12.6937726497","11.8457863206","3.579024027","0.775863","6.1674186675","3.7085897255","3.646626228","2.49925026","2.4049819662","0.0130970557","0.00955","1.3543864389","1.014989064","0.084","0.2580704","0.4308174","","0.0867280645","0.0129032256","0.011733","","0.0005008277","0.0001338074","","","0.0000089369","","0.00001","","","0","0","0","0","","","","","185.9306171832"
"2025-10-06","18.9410924763","0","","39.6130504365","","55.6749173457","22.5813621207","13.7945938795","5.8093132172","15.4465591365","0","","12.6998342544","12.6578770276","5.0530426096","1.892885","9.543383078","8.3138524819","1.43548386","2.5018029083","2.4042368922","0.0294790958","0.590145","1.7782733271","1.032314064","0.09","0.3842448","0.4410612","9","0.0867083871","0.0129132256","0.012226","","0.0017028133","0.0001352331","","","0.0000228067","0.000011073","0.00004","","","0","0","0","0","","","","","241.8225637501"
"2025-10-07","18.930974071","0","","33.2838318876","","57.0061491332","22.5664210093","13.6823756276","5.4142387544","19.2548718208","0","","12.7022132175","13.0860570838","8.1366060179","4.858232","9.3363125191","8.0756465727","1.419355428","2.5040855121","2.4050158328","0.0315733447","2.66642","1.5461133962","1.024046064","0.12","0.3605564","0.4452772143","","0.0865467742","0.0129032256","0.012073","","0.0015024844","0.0001351584","","","0.0000094198","","","","","0","0","0","0","","","","","238.9695429694"
"2025-10-08","18.9294538945","0","","29.1084124671","","56.6178100815","22.2333989192","14.21103871","5.150861904","15.7482095318","0","","12.7087852575","12.6737155834","4.4791039658","1.412944","9.3135389266","7.9455507664","1.419354828","2.50750011","2.4080031357","0.0364879961","0.02984","2.4500867547","1.023503064","0.105","0.3992924","0.5433187","","0.0858929032","0.0129032256","0.012065","","0.0037059715","0.0001351584","","","0.0000207722","0.0000027676","","","","0","0","0","0","","","","","221.5699367948"
"2025-10-09","18.9447628222","0","","27.8005005932","","55.9285769839","24.278008957","13.9975841787","5.4143428934","17.1387375635","0","","12.7013941997","12.5313851787","5.2121994597","2.000158","9.4055543225","7.8178319562","1.419354828","2.5121644186","2.4136688937","0.0326734251","0.49085","9.8390396477","1.036106064","0.099","0.4140968","0.4875457","","0.086826129","0.0129582256","0.014829","","0.0018029827","0.0001351584","","","0.0000229578","0.0000235931","0.00001","","","0","0","0","0","","","","","232.0321449324"
"2025-10-10","18.9255600743","0","","40.541641076","","56.8577244756","23.7660178133","12.9150813855","4.7556863298","15.8694920735","0","","12.7060186938","12.5086121991","4.5222444416","1.367504","9.1008590826","7.6931953239","1.419354828","2.5149795457","2.4113344522","0.0413846625","0.19776","1.5812053804","1.018847064","0.102","0.3492848","0.4337941","","0.0860209677","0.0129032256","0.011769","","0.0012019917","0.0001364608","","","0.0000050722","","0.00001","","","0","0","0","0","","","","","231.7116285198"
"2025-10-11","18.873425349","0","","28.1825702492","","53.8942260019","10.98879034","8.3755054376","4.4922338416","13.9868182456","0","","12.6954462551","11.807637959","3.6198282054","0.753353","6.0931720038","3.6267012403","3.563051628","2.5154570064","2.4078506415","0.01298638","0.0096","1.3275135585","1.013381064","0.066","0.2780968","0.4132458","","0.0868867742","0.0129082256","0.011628","","0.0004006629","0.0001364664","","","0.0000038644","","0.00002","","","0","0","0","0","","","","","189.1088750004"
"2025-10-12","18.8682559657","0","","31.8363490447","","53.6348126344","10.9389630971","7.4704969387","4.953313815","14.0424124855","0","","12.6961394418","11.7572564474","3.6130122875","0.728642","5.9702030094","3.3705893324","3.420365628","2.5154570064","2.4070151407","0.0124299249","0.0096","1.7068524502","1.015193064","0.09","0.2434732","0.4275417","","0.0868383871","0.0129032256","0.011799","","0.0005008284","0.0001364664","","","0.0000123182","","","","","0","0","0","0","","","","","191.8405648395"
"2025-10-13","18.8778422788","0","","28.5395937522","","54.8051324897","12.9734769998","9.0901641066","5.150924022","14.4457517735","0","","12.6971364131","11.9999984966","3.7565504091","0.882212","6.5657435593","4.1168310351","3.792855228","2.5154570064","2.4115091844","0.0172328022","0.00965","1.9977947443","1.014413064","0.099","0.2679344","0.4449216","","0.0867003226","0.0129032256","0.011944","","0.0007011597","0.0001364664","","","0.0000396122","","","","","0","0","0","0","","","","","196.5845501516"
"2025-10-14","18.9448970624","0","","31.6801882457","","56.618938432","27.7686754366","14.5995308354","6.4024061432","17.0205570671","0","","12.7049401467","12.8524064994","4.8291828013","1.517986","10.1621028222","8.9742796333","1.419354828","2.5208016191","2.410530145","0.0426363696","0.066975","1.8886556731","1.055192064","0.12","0.3720668","0.4581201","","0.0867032258","0.0129132256","0.012664","","0.0024039791","0.000136956","","0.003126","0.0000218033","0.0000055352","","","","0","0","0","0","","","","","234.5483984491"
"2025-10-15","18.9411387753","0","","34.2177015074","","56.5085119108","23.2115802872","14.1886231301","5.8754666104","17.176266487","0","","12.7010461976","12.5481533187","4.8131565881","1.763216","9.881223092","8.4611935616","1.419354828","2.5273591804","2.4213779958","0.0379651157","0.353045","2.3279760074","1.036424064","0.168","0.3577532","0.4887391","","0.0867112903","0.0129132256","0.01253","0","0.0034056464","0.0001390308","0","","0.0000242581","","0.00001","","","0","0","0","0","","","","","231.5410054087"
"2025-10-16","18.9373595287","0","","35.1840992179","","55.0585989114","22.9583649151","13.7869424008","5.8095611933","16.540843487","0","","12.7012548581","12.4895219034","4.5221665333","1.453365","9.4390592151","8.0499840543","1.427419344","2.5325750817","2.4090695776","0.0341840145","0.03219","1.6462012403","1.037237064","0.099","0.4476928","0.4591188","","0.0866706452","0.0129082256","0.012263","","0.0010016582","0.0001403258","","","0.0000141113","0.0000027689","","","","0","0","0","0","","","","","227.1688098755"
"2025-10-17","18.9395940184","0","","34.5628498793","","57.2977341979","21.3834584691","13.5472674176","5.2167744203","16.1699111253","0","","12.7000054173","12.4753267612","4.3954734455","1.404775","9.44199936","7.8987323564","1.419354828","2.535148411","2.4210613313","0.0418442956","0.052905","1.8384889085","1.019381064","0.105","0.3647952","0.457987","","0.0866219355","0.0129032256","0.011986","","0.0024039751","0.0001411392","","","0.0000026567","","","","","0","0","0","0","","","","","225.8039268388"
