"サービス","EC2 その他($)","Support (Enterprise)($)","ElastiCache($)","CloudWatch($)","Tax($)","Elastic Container Service($)","Managed Workflows for Apache Airflow($)","S3($)","DynamoDB($)","Elastic Load Balancing($)","Relational Database Service($)","VPC($)","CloudSearch($)","EC2 Container Registry (ECR)($)","CloudTrail($)","Lambda($)","GuardDuty($)","WAF($)","EC2 インスタンス($)","Kinesis($)","Secrets Manager($)","Redshift($)","Config($)","Athena($)","Global Accelerator($)","Elastic MapReduce($)","Key Management Service($)","SQS($)","Kinesis Firehose($)","API Gateway($)","OpenSearch Service($)","Route 53($)","SNS($)","Cost Explorer($)","CloudWatch Events($)","Elastic File System($)","SES($)","CloudFront($)","Backup($)","Location Service($)","Step Functions($)","CloudShell($)","Glue($)","Systems Manager($)","Savings Plans for  Compute usage($)","Cognito($)","CloudFormation($)","X-Ray($)","Certificate Manager($)","Refund($)","合計コスト($)"
"2025-10-01","127.8138059729","2789.12","4.0460230226","61.7933056173","1847.39","65.5296755814","42.5710570332","37.1549974328","27.3557295967","18.788995164","19.0205576543","18.8296748045","33.7287792859","13.6344365275","10.641573","12.7359160528","11.2668015956","7.5224936784","6.7993790339","5.628284842","5.3770923888","6.650445784","5.124","0.070445","3.1126563939","2.36947824","2.429490768","1.0714312904","1.3066448589","1.66134754","","4.8136612","0.100326138","0.2503058065","0.000619","0.0323012083","0.0009053511","0.0000378969","0.0000281963","0.00001","","","0","0","0","","","","","","5195.7427129569"
"2025-10-02","135.0696195833","","5.2300162685","72.0913147689","","84.6678619331","49.650251702","36.4469003385","13.3230490235","20.3525944871","26.1322218644","20.6088987595","12.1191399547","25.2690167955","10.212936","12.6573753828","11.247368398","7.5079171944","8.9434395493","5.6281988205","5.2487873888","6.698767244","5.085","0.0024","3.0510666865","2.63253717","2.561106768","1.5235626542","1.2988589863","1.3722106477","","0.3140056","0.1872909672","0.2581641935","0.0005985","0.0323012664","0.0002011904","0.0000224719","0.0000279416","0.0000595","","","0","","0","","","","","","587.4250900005"
"2025-10-03","133.0751305425","","4.1490225788","68.6686902842","","68.6322339095","43.1826830461","37.3685718678","13.3311068686","20.0789150104","19.8258310601","19.205794736","11.9435864679","32.0860048364","9.756752","12.3628115434","11.0883489551","7.213374027","8.2121691439","5.627542275","4.9038773888","6.476525266","4.566","0.00235","2.995791044","2.45135538","2.754030768","1.3868865684","1.1922071452","1.2064118396","","0.2717744","0.1658194622","0.2477864516","0.0006995","0.032301247","0.0004034534","0.0000927142","0.0000277044","0.00005","","","0","","0","","","","","","554.4629594855"
"2025-10-04","120.1142290565","","2.4960338976","42.3565804204","","17.8515712283","28.3589188294","34.5797373735","13.4704038094","17.4953088679","11.8856991977","16.0654236109","10.6235040862","0.5534741541","7.1372965","5.4822254269","5.1698424324","5.4262790784","5.4098671121","5.6213610465","3.3562923888","0.005944536","1.764","0.0024","2.5319488133","1.45644402","1.023075768","0.6712460125","0.6306198693","0.0725048386","","0.1694548","0.0166128554","0.2477503226","0.000035","0.0323012664","","0.0001512865","0.0000274671","0.00002","","","0","","0","","","","","","362.0785853727"
"2025-10-05","123.0603752911","","2.5990332944","43.8229559284","","18.1043757054","28.939082697","35.3982760699","13.3924812959","17.9438650948","12.5445267283","16.2986092756","10.6953541836","2.3990520389","7.5390445","6.1907715184","5.7504000353","5.8050596784","5.7519471735","5.621636655","3.6092423888","0.538000266","1.869","0.0024","2.68832893","1.46187096","1.136850768","0.7881204113","0.7815007784","0.3348492023","","0.1769532","0.08813366","0.246893871","0.0000995","0.032301247","0.0002011899","0.000033703","0.0000275069","0.0000895","","","0","","0","","","","","","375.6117442465"
"2025-10-06","134.8231067952","","3.6820270159","68.7294327527","","49.4168446061","37.6803833708","38.5230340109","13.551050334","20.3493199288","17.3254306222","18.1986561878","11.8698012253","5.2912668073","10.4308215","14.936698541","9.7506846054","7.542067575","7.7968722254","5.627795158","5.2840773888","4.4895534368","3.861","0.0024","3.0796489204","2.18427588","2.040261768","1.6441913763","1.3232575609","1.9740475705","","0.2902876","0.4940588615","0.2468780645","0.0005115","0.0323014995","0.0002011892","0.0000297269","0.000027399","0.0000495","","","0","0","0","","","","","","502.4723525041"
"2025-10-07","136.1556875539","","5.1890186839","76.8296739497","","87.9964092818","53.7495583633","37.5965031966","13.6623129416","19.7617165","28.4251470307","20.0420811905","12.031119535","14.9912092698","10.4611055","15.7349233558","13.1930095673","8.480995065","10.7925170199","5.6289270255","5.4758823888","13.3563822196","7.185","0.0024","3.1395911909","3.30864345","3.313101768","1.5987999951","1.7786173436","1.4682751353","","0.2912644","0.3765825846","0.2469916129","0.0007625","0.0323015134","0.0004023791","0.0000856951","0.0000273306","0.00005","","","0","0","0","","","","","","612.2970765373"
"2025-10-08","137.3267879298","","5.1890184174","74.9097160942","","83.4069259468","54.4856707391","36.2095323645","13.5720922262","19.5376813775","29.979345253","19.9396875627","12.115147192","22.1723486607","10.6596415","15.6103367809","13.9044617168","7.6860968784","10.5263736326","5.629004146","5.5609323888","13.0333989936","6.567","0.0024","3.185750223","3.24950292","3.572856768","1.6303409045","1.3761987875","1.7419018028","","0.2914456","0.4429442497","0.2449803226","0.001073","0.0323015328","0.0001005944","0.0000362969","0.0000272904","0.00002","","","0","0","0","","","","","","613.7930800936"
"2025-10-09","136.2342702212","","5.034019524","73.2506389745","","81.7958515714","52.0498097793","35.2139800574","13.6421485605","19.0119549321","27.6078485096","19.5786733886","11.8326119723","20.2941104756","10.456098","14.6901723646","13.6678213793","7.7566861944","9.921070589","5.628251732","5.4820573888","12.8610472196","6.837","0.0024","3.1812499534","2.94664773","3.582894768","1.6556103226","1.3990803915","1.8294562521","","0.293124","0.4666713631","0.2478677419","0.001037","0.0323013441","0.000100595","0.0001127535","0.0000272612","0.00003","","","0","","0","","0","","","","598.4847343106"
"2025-10-10","133.427982373","","4.4100218054","67.4699183313","","65.6329681715","47.0692013517","34.1255987822","13.6698584932","18.3062190957","20.9003574351","18.0530867637","11.7524456662","16.8198318802","9.3631545","13.7058383987","10.6842593151","7.4030846784","9.13089232","5.627524172","4.9308323888","9.0337370156","5.196","0.0024","3.038461207","2.77929018","2.517315768","1.3659694229","1.2608255194","1.0038595337","","0.2716408","0.2544384151","0.2456864516","0.000532","0.0323012664","0.0005029748","0.0000194903","0.0000271753","0.00001","","","0","","0","","","","","","539.4860931423"
"2025-10-11","122.0367220463","","2.7020334529","44.008682799","","19.3046060284","29.414720973","32.0698823433","13.401164714","16.1745075606","12.4172709792","15.3122225565","10.6446376655","0.5464343976","7.1454225","5.4693442823","5.5028162552","5.6433410784","5.0417378818","5.621574692","3.4120923888","0.3868740956","1.833","0.0024","2.6916797747","1.46382417","1.185996768","0.6941674609","0.7022337344","0.0764524037","","0.1707436","0.0174458458","0.2482967742","0.000004","0.0323012664","","0.0000220095","0.0000271061","","","","0","","0","","","","","","365.3746836041"
"2025-10-12","120.5562398934","","2.496034056","42.2905367203","","17.4148443052","28.4387643083","31.897918384","13.3731663541","15.8548992558","11.9159785116","15.0333581181","10.5951551192","0.5464343976","6.9520905","4.99881375","5.3248581913","5.5062494784","5.3838427418","5.621117215","3.3109373888","0.0058875336","1.35","0.0024","2.5851408396","1.42904358","1.182933768","0.6382168032","0.6679491807","0.0580878685","","0.1553684","0.0134019313","0.2477","0.000004","0.032301247","","0.000029054","0.0000271356","","","","0","","0","","","","","","355.8797300304"
"2025-10-13","123.084851851","","3.4230286281","48.9720776788","","30.2386931545","34.1176688028","33.939324521","13.4220188373","16.3155746665","15.8180139605","16.1959613078","10.7628097399","3.276512725","7.871113","7.221387523","6.7221381635","5.9813574324","6.7293196536","5.622392595","3.9557323888","3.0593629496","2.898","0.0024","2.7044138015","1.76629404","1.395963768","0.8915076185","0.8066517449","0.5237635433","","0.212604","0.1360663744","0.2472687097","0.00015","0.032301247","","0.0000283845","0.0000271062","","","","0","0","0","","","","","","408.3467799171"
"2025-10-14","136.2549034271","","5.0340197952","74.3666927809","","95.384626187","54.1070860534","37.00583547","14.6991304093","18.7627859449","29.6632739272","19.3452867695","12.055134054","23.9097409411","10.358987","14.9691785601","13.2415824915","7.7238368784","10.3816446291","5.628810775","5.5053723888","12.9059668036","7.35","0.0024","3.129458066","3.25674075","3.311631768","1.5894843505","1.3813333512","1.6818038671","","0.2973104","0.4289352685","0.2467383871","0.000849","0.032301469","0.0003017847","0.000044352","0.0000271962","","","","0","0","0","","","","","","624.0132552964"
"2025-10-15","132.270680137","","4.1500223826","70.475599306","","69.3403215368","44.0469386871","37.2502157525","15.0523531317","18.8182062592","24.160527713","17.884236244","12.1882367043","23.437185324","10.2353255","14.571632297","12.2930323718","7.8040937484","8.8356528507","5.628239133","5.2903823888","7.5512205556","5.163","0.0029","3.1515195079","2.58272874","3.172485768","1.5659848587","1.3776843451","1.5249914295","","0.2961496","0.3899373405","0.2466122581","0.001215","0.0323015134","0.000301783","0.0000647155","0.000027186","","","","0","0","0","","","","","","560.7920060692"
"2025-10-16","120.4060231837","","5.1370190153","73.4125987333","","95.941115838","53.2323445686","39.4289941332","16.067591593","18.9476644988","28.1276996018","19.5126959888","11.9691616033","33.6759220013","10.5553775","9.240178635","14.3262818285","7.9460252784","10.6203682912","5.628396943","5.5502523888","12.9831586796","6.828","0.0024","3.1902528062","3.39043122","3.786957768","1.6291375979","1.4840083126","1.7331709284","","0.2969128","0.4382852665","0.2462522581","0.0013805","0.0323015134","0.0002011911","0.000015027","0.0000270871","0.00002","0.0000003529","","0","","0","","","","","","615.7686249328"
"2025-10-17","118.534035208","","4.5120228988","68.7764398882","","69.2589964083","42.5691305477","34.9710299449","18.5505933699","18.4044353814","22.6513833417","17.9483441504","11.7752813351","15.843241947","9.7824985","7.8744942508","11.6763657356","7.3965722784","8.4525528094","5.627186579","5.0396973888","7.8469030516","5.073","0.0024","3.0764288886","2.45661414","3.003198768","1.4191118289","1.2668623358","1.2650653791","","0.2726056","0.3218451311","0.245926129","0.001078","0.0323015134","0.0002011902","0.0000236032","0.0000270577","0.0000195","","","0","","0","","","","","","525.92791408"
"2025-10-18","105.6016334908","","2.4960339072","43.1062606376","","18.0242948031","28.2173117275","32.3469286353","13.5644798171","15.9016986","11.9343018236","15.2643720365","10.6218727712","0.5645250033","7.047746","2.9572441074","5.6942608051","5.5821638784","5.3539980258","5.6215804325","3.4044373888","0.0058875336","1.401","0.0024","2.6157914843","1.42594548","1.282365768","0.6938195116","0.6936657718","0.0798885857","","0.171502","0.0181212125","0.2458296774","0.0001195","0.0323015328","0.0002011899","0.0000308605","0.0000270775","0.00004","","","0","","0","","","","","","341.9740810768"
"2025-10-19","107.5670367099","","2.4960339072","44.7095552379","","19.9682541894","27.9504219703","32.6336400216","13.6645748185","16.1336509591","11.9328652202","15.241828937","10.6661729378","0.5644942992","7.452697","3.1341804215","5.9281696838","5.7181796784","5.4572882386","5.6219233145","3.6645573888","0.0058875336","1.626","0.0024","2.6886354946","1.45148295","1.312155768","0.8231874778","0.753009968","0.4319830365","","0.183468","0.1096999584","0.2456280645","0.0000985","0.0323015328","0.0001005959","0.0000440172","0.0000269588","0.00002","","","0","","0","","","","","","350.1716547898"
"2025-10-20","113.9232784914","","3.4230284784","70.5558283143","","44.4686754731","35.31569848","35.8810053516","28.7477341124","18.7117507081","15.7623936965","14.661634362","11.9013075396","5.7061879219","9.885641","8.0573416143","9.7440667792","7.660614795","7.3503348727","5.6279951295","5.0840823888","2.6914931964","2.952","0.0024","3.134477484","2.11966548","2.290002768","1.5116775558","1.3479702756","1.4318270645","","0.2924864","0.3693365601","0.2377925806","0.0008565","0.0323015438","0.0002011916","0.0000182637","0.0000269595","0.0000495","","","0","0","0","","0","","","","470.8831828324"
"2025-10-21","125.8109957859","","3.7860254517","68.9930494475","","66.1285295436","38.8822571678","41.5532890878","21.0217064777","18.5878654884","17.1318880807","19.9483289577","11.9749245715","17.01830903","10.281213","8.5188625087","10.4801741259","7.6419163164","7.7287795181","5.6278382655","5.1154573888","4.6851073456","4.047","0.02788","3.0922972824","2.25314232","2.357970768","1.6038839709","1.3426049996","1.6675172189","","0.2924508","0.4262077177","0.2443093548","0.000754","0.0323022353","0.0005029733","0.0000371467","0.000027151","0.0000295","","","0","0","0","","0","","","","528.3054349979"
"2025-10-22","109.0255457956","","3.5260278752","71.4773498087","","93.135469679","35.9569999264","35.0498534053","20.3968883201","18.2566658781","16.0546920979","17.0640631812","11.9332385767","19.7390573285","10.2180675","8.9357376905","10.9378784268","7.5551491944","7.2846126587","5.6279765105","5.2623623888","3.2170703676","3.591","0.0025","3.0046770149","2.02917726","2.734830768","1.6258536903","1.3556335832","1.8923137465","","0.3002772","0.4786934046","0.2416125806","0.001203","0.0323023296","0.0001005949","0.0000276464","0.0000273875","0.00005","","","0","0","0","","0","","","","527.9449868165"
"2025-10-23","110.1363522691","","3.4230284784","71.6992762413","","106.9733431895","36.8132030605","36.1794984091","20.933869228","18.8118297899","15.903607088","17.2584890476","11.6764941965","15.4053638677","10.253667","9.8611657368","10.8310043038","7.7695484784","7.3370333242","5.627950947","5.1977273888","3.0910342216","3.567","0.0026","3.1312153747","2.00569671","2.661915768","1.6252736119","1.4089148717","1.7534326267","","0.2993348","0.4444969786","0.2437929032","0.0011745","0.0323023352","0.0001016301","0.0005144951","0.0000274367","0.00001","","","0","","0","","0","","","","542.3612903081"
"2025-10-24","108.4509467036","","3.5260278752","67.3670185588","","106.8973317628","36.9090605915","35.4159081597","20.7788067707","18.345385969","16.9690504195","17.1758319802","11.8724111667","25.6803131928","9.6136945","8.0490568055","10.8277051153","7.3352540784","7.1524080074","5.626856898","4.9439473888","3.2726310976","3.123","0.0024","3.0740625373","1.90714563","2.806251768","1.4027911746","1.2651244355","1.4841018665","","0.2751256","0.374921928","0.2834267742","0.0012265","0.0323023296","","0.0000600761","0.0000276739","0.00005","","","0","","0","","0","","","","542.2416653352"
"2025-10-25","99.9407089036","","4.65902124","49.3626628277","","100.1215331546","41.6738053688","32.8258373458","19.8147144014","16.007623074","20.6356777736","18.0262644172","10.6223288606","0.5626769424","7.009369","3.7198777131","6.298200399","5.6044958784","6.9968748299","5.6210609065","3.5613923888","3.2651296376","3.066","0.0024","2.6360214353","1.99266855","1.288455768","0.6523558285","0.7007258601","0.0763838889","","0.1720392","0.0177172899","0.2637841935","0.0001005","0.0323023296","0.0001005954","0.0000620269","0.000027931","0.00002","","","0","","0","","","","","","467.2304204601"
"2025-10-26","100.6031286041","","3.4230293651","48.8494346082","","86.4446921857","34.449311273","33.209648482","20.4303279445","16.1414600539","15.2467570963","16.9498642935","10.6680028145","0.5626769424","7.344348","4.2579287879","7.4680530533","5.7353048784","6.124012519","5.621666884","3.7081673888","0.0058969296","2.547","0.0024","2.6473041461","1.68217626","2.009097768","0.8013868982","0.7672889329","0.4810322384","","0.18052","0.1212495328","0.2442374194","0.0008435","0.0323023296","","0.0000971618","0.0000281884","0.00003","","","0","","0","","","","","","438.7607064798"
"2025-10-27","109.816804562","","3.4230284784","73.5756936104","","106.4797368673","36.4297046111","37.4925130381","22.6168542203","18.7110284247","15.7913259154","17.3182445136","12.0501846363","12.8412563821","10.107251","9.5028614665","11.1399554066","7.5946796784","7.5261883254","5.6283954165","5.3111023888","3.0509992216","3.135","0.0024","3.1523405157","2.06526576","2.829909768","1.5861670062","1.3533645624","1.6962727972","","0.2926208","0.4340152286","0.2439796774","0.001413","0.0323023296","0.0001005962","0.000146844","0.0000284157","0.00002","","","0","0","0","","","","","","543.2331554645"
"2025-10-28","109.8419032419","","3.5780282772","74.9610544453","","109.6859326632","36.2448488981","36.3717136877","24.9517189949","18.7775042662","16.7834976499","16.9328758044","12.0970713077","15.2475698841","10.32582","9.9192548696","9.4845280123","7.7128351164","7.4975173464","5.628394277","5.3766973888","3.5050777616","3.747","0.0025","3.1261270888","1.99319625","1.907997768","1.6575064036","1.3752833174","1.901332022","","0.3015208","0.490301276","0.2432287097","0.000309","0.0323023324","0.0005040086","0.0001845537","0.0000283262","0.00001","","","0","0","0","","0","","","","551.7031757491"
"2025-10-29","110.1496383917","","3.736026256","72.6551076023","","113.9739190224","38.7182304759","36.7653466603","24.8597539818","18.7508315439","18.4869262268","17.3117256995","12.043084118","11.2373223374","10.2426945","10.4535931733","9.5817447139","7.5984985944","7.9639489887","5.6276976555","5.4211823888","4.7436338056","4.008","0.00295","3.1296447228","2.32716954","1.834491768","1.6260759018","1.3557748605","1.9838355764","","0.2915304","0.5060083604","0.2428770968","0.000002","0.0323025294","0.0001005954","0.0000562314","0.0000285257","0.00003","","","0","0","0","","0","","","","557.6617842448"
"2025-10-30","112.3674202217","","3.6290274136","74.4527382095","","103.8640438143","37.7957503341","36.101291886","25.9650989724","19.1778166859","16.2471559496","16.9869665171","12.0786921562","14.3641238808","9.9958345","9.0419369553","8.6289775973","7.8933464784","7.5759639031","5.6273022705","5.1649423888","3.4647815136","3.285","0.0026","3.2790226494","2.02523004","1.571118768","1.5390813114","1.4331756018","1.7415786826","","0.2999348","0.4373087471","0.2420883871","0.0000015","0.0323025849","0.0003017846","0.0000369924","0.0000285786","0.00001","","","0","","0","","","","","","546.3120320761"
"2025-10-31","108.7187091645","","3.42302862","74.1426494747","","92.4038960327","34.8494750643","35.3837240198","27.0642247395","18.474152977","15.0839702209","16.7343133245","11.9734322247","10.2676639461","9.275288","7.7081490183","7.6664808389","7.4294966784","7.2044146652","5.6276186215","4.6324073888","2.6753378264","2.988","0.0024","3.1372380828","1.88823876","1.381965768","1.3173982702","1.2689425275","1.0198636355","","0.2850176","0.2570766245","0.3179746667","0.0000015","0.0323031827","0.0005040095","0.0003822623","0.0000285402","","","","0","","0","","","","","","514.6357682761"
"2025-11-01","96.2577733501","1794.38","3.9380264578","39.2992029067","1653.99","88.0865997224","31.9995746926","29.8914656329","36.1578752324","15.3851478312","18.1100418884","17.0261830939","32.919325434","0.5796551088","7.039974","2.7520074266","5.7574131133","5.6892876864","5.9733229236","5.6214946475","3.5348884912","1.1170189552","2.097","0.0024","2.6766893554","1.64236281","1.1577790032","0.1977924972","0.6895290759","0.07529262","","4.6727216","0.0044941122","0.2459883333","0.000001","0.0333801696","","0.0000364472","0.0000296498","0.00001","","","0","","0","","","","","","3909.0017852688"
"2025-11-02","101.0149144762","","4.9680202248","48.2854569891","","112.3112573525","28.107728721","35.2113796842","23.3344802628","15.7659779011","21.9581612694","17.9732444706","10.6149461093","9.0056541867","7.275932","2.8562768475","5.8217055118","5.6140158864","5.9217291462","5.621035042","3.4198134912","0.0062439552","1.575","0.0024","2.5891962289","1.46016417","1.2764230032","0.6554778726","0.6910539434","0.0794575872","","0.1601236","0.0097605778","0.2413826667","","0.0333801696","","0.0001170238","0.0000295985","0.0000195","","","0","","0","","","","","","473.8619594697"
"2025-11-03","103.3973257193","","3.629028951","49.7080513931","","85.2142963997","32.0984951034","35.1935985498","26.1645753287","16.3546668776","16.2834997999","16.2525249648","10.7413044634","13.5844635453","7.8273625","4.3787097572","6.7905619394","6.0397218864","6.608759351","5.6230698235","4.1491584912","3.0025016632","2.757","0.0024","2.7603595512","1.61180523","1.3695940032","0.9820037312","0.8100870322","0.6836658451","","0.1971376","0.0941448344","0.2549033333","","0.0333802846","0.000100595","0.0000234143","0.0000295966","0.00001","","0.0000005224","0","0","0","","","","","","464.5983220814"
"2025-11-04","112.2386503627","","3.5280291396","71.7269717966","","108.4836381563","34.9175963929","39.7004248697","32.1328565994","18.7417821119","17.3978897099","16.5552741046","11.8135687925","21.826718853","10.494699","7.4407252763","9.3713760345","7.8296141535","7.2489251654","5.6294140865","5.3787884912","2.2001928664","3.465","0.036155","3.1730933117","1.8814545","1.7584240032","1.695808072","1.3735284234","1.7515646039","","0.3119784","0.2406305415","0.2464136667","0.0000015","0.0333804456","0.0003017851","0.0000530316","0.0000296222","","","","0","0","0","","","","0","","560.6249528698"
"2025-11-05","112.7174927577","","3.4230294255","72.5147365336","","91.0735306612","36.0409288585","41.050585263","32.7848868716","19.1257432505","16.173567315","16.2363078907","12.027727786","17.8041053302","9.923284","8.7437175406","8.6347795916","8.0087964198","7.7552976047","5.6289122765","5.2304584912","3.12764717","3.732","0.0024","3.2011188245","2.00541138","1.6033870032","1.5482077666","1.423353825","1.3174349608","","0.300346","0.186676092","0.2457","0.000001","0.0333807078","0.0004023802","0.0000142832","0.0000296578","","","","0","0","0","","","","","","543.625398919"
"2025-11-06","124.5788811526","","3.9400276353","76.1042765776","","77.6229353405","38.7018857578","37.6987637582","33.0304928541","19.311899093","18.9534908833","16.7439529372","12.0357508315","24.0264028574","10.0974925","15.779069019","9.2662076701","8.0041199535","8.3289680339","5.6284534665","5.1921434912","4.7390779","4.626","0.015045","3.195813491","2.13515505","1.8168250032","1.6251774114","1.4023996359","1.5481925427","","0.2928884","0.3585474434","0.2452686667","0.0000015","0.0333807192","0.0005029746","0.0000331908","0.0000297191","","","","0","","0","","","","","","567.0795524607"
"2025-11-07","125.0694338166","","3.6290281789","71.0483239563","","58.6683182388","36.2939241063","37.6888768903","32.8718690219","18.6321900627","16.6116947826","16.43883094","12.3823516043","10.2276748713","9.4123355","14.1069156158","7.9202244274","7.7006172864","7.6488982759","5.627873418","4.8288434912","3.465022586","3.351","0.00294","3.0151582659","1.99703259","1.4332150032","1.3821014157","1.3494295693","0.9894336238","","0.2798752","0.2555808144","0.244969","0.0000025","0.0333811317","0.0001005954","0.0002124729","0.0000298339","0.00001","","","0","","0","","","","","","514.6077190869"
"2025-11-08","116.4172777173","","2.4960350352","45.67715996","","22.4616583031","27.9375223308","34.3017798092","31.5405321089","15.9798605617","12.2216804205","15.1048796854","10.7244700662","0.5950964784","6.9754065","5.5880226702","5.3770103695","5.8643628864","5.80754653","5.6217029825","3.4743034912","0.006051024","1.491","0.0024","2.5944494574","1.45014639","1.1688010032","0.6903763083","0.761379318","0.0735870251","","0.1769392","0.0167127656","0.2439376667","","0.0333812488","","0.0003406641","0.000030038","0.0000095","","","0","","0","","","","","","382.8758495157"
"2025-11-09","118.2501844763","","2.4960350352","47.2507264224","","25.8923792502","27.8480132232","34.7249227934","31.7334710738","16.3072608468","12.2206271337","15.0089711506","10.6771637113","0.5950964784","7.4795665","6.0045584413","5.7746919976","6.0247134864","5.8339787639","5.6221101065","3.8649284912","0.006051024","1.929","0.0024","2.6776036447","1.47176577","1.2028900032","0.8545477362","0.8244169808","0.5412373898","","0.1932892","0.1403094935","0.243424","","0.0333812688","","0.0000433041","0.0000301298","0.0000195","","","0","","0","","","","","","393.7298088271"
"2025-11-10","130.4541743655","","3.6820278032","75.2116060354","","61.5524509854","38.2277264442","38.6426193421","32.9300274236","19.8205853633","17.227628265","16.450954487","11.9444587893","10.0659797631","10.0022525","14.4192412521","8.8281861275","8.1290148864","8.2553563054","5.6286314865","5.0870934912","3.956171024","3.888","0.0025","3.2875246959","2.19045147","1.6785190032","1.5468126048","1.5064121823","1.38980864","","0.3160064","0.3543305456","0.242937","0.0000005","0.0333812488","0.0003017847","0.0000229717","0.000030204","0.00001","","","0","0","0","","","","","","536.9532353912"
"2025-11-11","131.1982784402","","3.9420248094","80.0070820764","","76.7040101059","41.1602901186","40.2150873685","33.2466681179","19.6369450838","19.5959326875","16.9182700314","11.8657703437","26.8145044669","10.283513","15.764836306","10.084795377","8.4367700871","8.7377841333","5.62900922","5.3354434912","5.92085144","4.56","0.0024","3.3599098183","2.37777306","2.1482620032","1.6215972853","1.5605821609","1.6021856771","","0.3203616","0.4151201843","0.2428473333","0.000001","0.0333815424","0.0006046065","0.0000300847","0.0000303049","0.00001","","","0","0","0","","","","","","589.7429633657"
"2025-11-12","127.7941683609","","3.5260288262","83.5997005146","","67.696320217","35.8106093512","40.050442662","33.6527231479","19.4450093222","16.4831634465","16.3503138695","11.8225196556","20.5774606878","13.260758","15.8293427287","12.1995973239","7.8833652864","7.6741549963","5.6296142515","5.4212184912","3.3345226835","3.837","1.09629","3.3374944838","2.02631583","1.7430250032","1.6469637609","1.4011962885","1.7040799889","","0.3204476","0.4440176555","0.2279173333","0.0000025","0.0333815224","0.0002011891","0.0000190589","0.0000304183","0.00003","","","0","0","0","","","","","","565.8594464557"
"2025-11-13","126.9309492079","","3.6290282029","76.2562088576","","63.1633067947","38.1594841044","37.9007508077","33.1955055634","19.3987639895","17.1922557181","16.6689334999","11.8089607108","13.7287882426","10.161687","15.3052571133","8.7852284977","8.0214803538","7.4643652757","5.6290961875","5.3011584912","3.44396499","3.681","0.00255","3.2884233231","1.99546536","1.6003150032","1.6090132412","1.4051050189","1.5979653078","","0.3402732","0.4139440766","0.2422483333","0.0000005","0.0333815424","0.0006056135","0.0002237417","0.0000304475","0.00001","","","0","","0","","0","","0","","538.3557283179"
"2025-11-14","122.7566659108","","3.5260288262","68.4263586591","","58.0685222913","35.9505360562","38.1816859018","33.4235883993","18.5406710269","16.6346610371","16.2921234733","11.8244774664","8.4911365191","9.533364","13.2220536778","7.8951035371","7.5928091535","7.2590575431","5.627146718","4.8565634912","3.429922282","3.462","0.00245","3.0813549018","1.89792069","1.4094700032","1.3763895002","1.2877535249","1.1808613922","","0.3112012","0.302555657","0.242276","0.000001","0.0333815424","0.0003017849","0.0000983948","0.000030569","0.00002","","","0","","0","","0","","","","506.1205421306"
"2025-11-15","115.3607981874","","2.4960350592","44.808949543","","23.716778824","27.3801299667","34.4760831071","31.8851877902","16.4319097137","12.2555794333","14.7221113844","10.7656810083","0.5942735352","7.0846875","5.4574323126","5.4277652632","5.7259302864","5.5084632575","5.62165063","3.5275834912","0.006101136","1.5","0.0024","2.6986486478","1.44467112","1.1885800032","0.6974615977","0.6923553082","0.1020016136","","0.1889092","0.0246443174","0.2400166667","","0.0333815224","","0.0001569489","0.0000305486","0.00001","","","0","","0","","","","","","382.0663989239"
"2025-11-16","117.2806855912","","2.4960350592","46.9373079728","","26.3509846216","27.9393693287","34.7640591534","32.1402029214","16.7340603682","12.2634210538","14.7474712808","10.6795393361","0.5942735352","7.207187","6.0469815569","5.6641215612","6.0425250864","5.5840842634","5.6221690595","3.6949184912","0.006101136","1.599","0.0024","2.8085231984","1.47180309","1.2320890032","0.7856760261","0.8048393437","0.2702925174","","0.193952","0.0710482284","0.2421933333","","0.0333815224","0.0002011897","0.0001289749","0.0000306817","0.00004","","","0","","0","","","","","","392.3110974862"
"2025-11-17","126.9634552407","","3.5260288262","74.9414856508","","58.6991889551","36.3951040878","38.9137848284","35.0011895845","19.371402127","16.8595900589","16.2333410936","11.7669497176","7.0168320546","9.9400345","15.1084035474","8.4333683623","7.9658596203","7.2151499827","5.629338772","5.1585834912","3.4218443635","3.336","0.00275","3.2911424973","1.95319749","1.5657580032","1.5971310945","1.3769276619","1.5036706391","","0.322116","0.3920853495","0.2416023333","","0.0333816804","0.0006035702","0.0002089868","0.000030642","0.00001","","","0","0","0","","0","","","","524.1775508128"
"2025-11-18","127.4027065749","","3.4230294495","72.395512513","","69.8557157773","35.730209276","39.5305607455","33.1056089279","19.5707986544","17.4698584034","16.2549509693","11.9735404543","15.8413367608","9.8766825","14.9139395368","9.5473207319","8.0850264201","6.8319686936","5.628169043","5.1048834912","2.94429976","3.762","0.0029","3.290709562","1.72010823","1.7362600032","1.537895612","1.4219717791","1.3641868267","","0.3310716","0.3504036637","0.2394606667","0.0000005","0.0333820236","0.0009053538","0.0001105028","0.0000306268","0.00005","","","0","0","0","","","","","","541.2775656333"
